period_granularity,period_start,period_label,period_sort,rollup_level,rollup_node,rollup_node_path,is_reporting_channel,is_root_node,is_leaf_node,role,contribution,n_variables,n_rows,period_model_contribution,share_of_period_model_contribution
week,2024-01-07,2024-01-07,1,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2491.09147424083,1,4,3572.13048720357,0.697368554470408
week,2024-01-07,2024-01-07,1,1,display,display,FALSE,FALSE,TRUE,media,81.1027509767464,1,4,3572.13048720357,0.0227043080501344
week,2024-01-07,2024-01-07,1,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,296.311261390836,1,4,3572.13048720357,0.0829508503265239
week,2024-01-07,2024-01-07,1,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,248.532402638759,1,4,3572.13048720357,0.0695753986392927
week,2024-01-07,2024-01-07,1,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3572.13048720357,0
week,2024-01-07,2024-01-07,1,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,158.058339455019,1,4,3572.13048720357,0.0442476387750199
week,2024-01-07,2024-01-07,1,1,tv,tv,FALSE,FALSE,TRUE,media,297.03425850138,1,4,3572.13048720357,0.0831532497386208
week,2024-01-14,2024-01-14,2,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2514.2665631615,1,4,3632.73346116553,0.692114241256451
week,2024-01-14,2024-01-14,2,1,display,display,FALSE,FALSE,TRUE,media,74.8146326520275,1,4,3632.73346116553,0.0205945835145372
week,2024-01-14,2024-01-14,2,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,286.390727743563,1,4,3632.73346116553,0.0788361521166149
week,2024-01-14,2024-01-14,2,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,257.330464968434,1,4,3632.73346116553,0.0708365939090591
week,2024-01-14,2024-01-14,2,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3632.73346116553,0
week,2024-01-14,2024-01-14,2,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,159.352787346018,1,4,3632.73346116553,0.0438658076760995
week,2024-01-14,2024-01-14,2,1,tv,tv,FALSE,FALSE,TRUE,media,340.578285293986,1,4,3632.73346116553,0.0937526215272381
week,2024-01-21,2024-01-21,3,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2536.81349505227,1,4,3640.77833254255,0.696777794016556
week,2024-01-21,2024-01-21,3,1,display,display,FALSE,FALSE,TRUE,media,95.4692228607369,1,4,3640.77833254255,0.0262222014472564
week,2024-01-21,2024-01-21,3,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,283.507581517515,1,4,3640.77833254255,0.0778700474520584
week,2024-01-21,2024-01-21,3,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,243.155289632309,1,4,3640.77833254255,0.0667866229204075
week,2024-01-21,2024-01-21,3,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3640.77833254255,0
week,2024-01-21,2024-01-21,3,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,152.733694673341,1,4,3640.77833254255,0.0419508359814586
week,2024-01-21,2024-01-21,3,1,tv,tv,FALSE,FALSE,TRUE,media,329.099048806377,1,4,3640.77833254255,0.0903924981822636
week,2024-01-28,2024-01-28,4,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2558.42965814737,1,4,3695.16202202334,0.692372795265541
week,2024-01-28,2024-01-28,4,1,display,display,FALSE,FALSE,TRUE,media,99.5169111814218,1,4,3695.16202202334,0.0269316773089506
week,2024-01-28,2024-01-28,4,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,279.049416813766,1,4,3695.16202202334,0.0755175050919605
week,2024-01-28,2024-01-28,4,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,253.844523299321,1,4,3695.16202202334,0.0686964527634772
week,2024-01-28,2024-01-28,4,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3695.16202202334,0
week,2024-01-28,2024-01-28,4,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,161.062938067483,1,4,3695.16202202334,0.043587517166376
week,2024-01-28,2024-01-28,4,1,tv,tv,FALSE,FALSE,TRUE,media,343.258574513979,1,4,3695.16202202334,0.092894052403695
week,2024-02-04,2024-02-04,5,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2578.82601338597,1,4,3715.09671096906,0.694147747425207
week,2024-02-04,2024-02-04,5,1,display,display,FALSE,FALSE,TRUE,media,102.769726447985,1,4,3715.09671096906,0.0276627324786864
week,2024-02-04,2024-02-04,5,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,294.812086865719,1,4,3715.09671096906,0.0793551581026862
week,2024-02-04,2024-02-04,5,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,246.608219627581,1,4,3715.09671096906,0.066380026904671
week,2024-02-04,2024-02-04,5,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3715.09671096906,0
week,2024-02-04,2024-02-04,5,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,148.307189131874,1,4,3715.09671096906,0.0399201422385554
week,2024-02-04,2024-02-04,5,1,tv,tv,FALSE,FALSE,TRUE,media,343.773475509931,1,4,3715.09671096906,0.0925341928501938
week,2024-02-11,2024-02-11,6,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2597.73130925257,1,4,3657.71629491862,0.710205795037029
week,2024-02-11,2024-02-11,6,1,display,display,FALSE,FALSE,TRUE,media,93.1090914949118,1,4,3657.71629491862,0.0254555257946771
week,2024-02-11,2024-02-11,6,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,292.400882807695,1,4,3657.71629491862,0.0799408317189346
week,2024-02-11,2024-02-11,6,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,166.169306491591,1,4,3657.71629491862,0.0454297963793522
week,2024-02-11,2024-02-11,6,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3657.71629491862,0
week,2024-02-11,2024-02-11,6,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,148.400356768695,1,4,3657.71629491862,0.0405718609108246
week,2024-02-11,2024-02-11,6,1,tv,tv,FALSE,FALSE,TRUE,media,359.905348103153,1,4,3657.71629491862,0.0983961901591826
week,2024-02-18,2024-02-18,7,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2614.8960372349,1,4,3702.591303467,0.706234046081832
week,2024-02-18,2024-02-18,7,1,display,display,FALSE,FALSE,TRUE,media,73.0018071870199,1,4,3702.591303467,0.0197164097259838
week,2024-02-18,2024-02-18,7,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,297.607489012349,1,4,3702.591303467,0.0803781634591099
week,2024-02-18,2024-02-18,7,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,181.861749016138,1,4,3702.591303467,0.0491174245577275
week,2024-02-18,2024-02-18,7,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3702.591303467,0
week,2024-02-18,2024-02-18,7,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,156.621264001221,1,4,3702.591303467,0.0423004461374295
week,2024-02-18,2024-02-18,7,1,tv,tv,FALSE,FALSE,TRUE,media,378.602957015369,1,4,3702.591303467,0.102253510037918
week,2024-02-25,2024-02-25,8,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2630.09607021983,1,4,3717.61235268866,0.707469155119868
week,2024-02-25,2024-02-25,8,1,display,display,FALSE,FALSE,TRUE,media,82.1534656513088,1,4,3717.61235268866,0.0220984486432249
week,2024-02-25,2024-02-25,8,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,277.813664945979,1,4,3717.61235268866,0.0747290568757277
week,2024-02-25,2024-02-25,8,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,196.852463428189,1,4,3717.61235268866,0.0529513151864316
week,2024-02-25,2024-02-25,8,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3717.61235268866,0
week,2024-02-25,2024-02-25,8,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,153.615219499533,1,4,3717.61235268866,0.0413209353009696
week,2024-02-25,2024-02-25,8,1,tv,tv,FALSE,FALSE,TRUE,media,377.081468943818,1,4,3717.61235268866,0.101431088873778
week,2024-03-03,2024-03-03,9,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2643.13593077142,1,4,3776.09147414835,0.699966075733785
week,2024-03-03,2024-03-03,9,1,display,display,FALSE,FALSE,TRUE,media,80.1086555437201,1,4,3776.09147414835,0.0212147020516201
week,2024-03-03,2024-03-03,9,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,303.972685383546,1,4,3776.09147414835,0.0804992907254991
week,2024-03-03,2024-03-03,9,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,203.748985422718,1,4,3776.09147414835,0.053957640279006
week,2024-03-03,2024-03-03,9,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3776.09147414835,0
week,2024-03-03,2024-03-03,9,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,159.766974824982,1,4,3776.09147414835,0.0423101442109571
week,2024-03-03,2024-03-03,9,1,tv,tv,FALSE,FALSE,TRUE,media,385.358242201958,1,4,3776.09147414835,0.102052146999133
week,2024-03-10,2024-03-10,10,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2653.85164163209,1,4,3852.95049182828,0.68878425696376
week,2024-03-10,2024-03-10,10,1,display,display,FALSE,FALSE,TRUE,media,73.9934245725966,1,4,3852.95049182828,0.0192043538398765
week,2024-03-10,2024-03-10,10,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,286.09656949121,1,4,3852.95049182828,0.0742538919454045
week,2024-03-10,2024-03-10,10,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,192.346561755708,1,4,3852.95049182828,0.0499218876971442
week,2024-03-10,2024-03-10,10,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,100,1,4,3852.95049182828,0.0259541357232827
week,2024-03-10,2024-03-10,10,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,149.182535374393,1,4,3852.95049182828,0.0387190377065043
week,2024-03-10,2024-03-10,10,1,tv,tv,FALSE,FALSE,TRUE,media,397.479759002278,1,4,3852.95049182828,0.103162436124028
week,2024-03-17,2024-03-17,11,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2662.11311688028,1,4,3871.61238160632,0.687598048174382
week,2024-03-17,2024-03-17,11,1,display,display,FALSE,FALSE,TRUE,media,77.525110902345,1,4,3871.61238160632,0.0200239856837579
week,2024-03-17,2024-03-17,11,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,283.206831445524,1,4,3871.61238160632,0.0731495830499494
week,2024-03-17,2024-03-17,11,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,204.321200111326,1,4,3871.61238160632,0.0527741881088194
week,2024-03-17,2024-03-17,11,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,100,1,4,3871.61238160632,0.0258290319751768
week,2024-03-17,2024-03-17,11,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,152.351195214883,1,4,3871.61238160632,0.0393508389266161
week,2024-03-17,2024-03-17,11,1,tv,tv,FALSE,FALSE,TRUE,media,392.094927051967,1,4,3871.61238160632,0.101274324081298
week,2024-03-24,2024-03-24,12,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2667.82605887611,1,4,3893.96960339956,0.685117330280908
week,2024-03-24,2024-03-24,12,1,display,display,FALSE,FALSE,TRUE,media,73.3362777690381,1,4,3893.96960339956,0.0188332948734405
week,2024-03-24,2024-03-24,12,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,310.827212049163,1,4,3893.96960339956,0.0798227114504953
week,2024-03-24,2024-03-24,12,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,204.612438522662,1,4,3893.96960339956,0.0525459773348072
week,2024-03-24,2024-03-24,12,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,100,1,4,3893.96960339956,0.0256807346191652
week,2024-03-24,2024-03-24,12,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,160.381119917996,1,4,3893.96960339956,0.0411870497853856
week,2024-03-24,2024-03-24,12,1,tv,tv,FALSE,FALSE,TRUE,media,376.98649626459,1,4,3893.96960339956,0.0968129016557985
week,2024-03-31,2024-03-31,13,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2670.93333333333,1,4,3791.66582350179,0.70442213466655
week,2024-03-31,2024-03-31,13,1,display,display,FALSE,FALSE,TRUE,media,99.8384335169304,1,4,3791.66582350179,0.0263310212883488
week,2024-03-31,2024-03-31,13,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,276.175581608256,1,4,3791.66582350179,0.0728375322256627
week,2024-03-31,2024-03-31,13,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,200.079764431396,1,4,3791.66582350179,0.0527683012546218
week,2024-03-31,2024-03-31,13,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3791.66582350179,0
week,2024-03-31,2024-03-31,13,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,152.141505744664,1,4,3791.66582350179,0.0401252412070834
week,2024-03-31,2024-03-31,13,1,tv,tv,FALSE,FALSE,TRUE,media,392.497204867214,1,4,3791.66582350179,0.103515769357734
week,2024-04-07,2024-04-07,14,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2671.41580246585,1,4,3894.49910894763,0.68594592725115
week,2024-04-07,2024-04-07,14,1,display,display,FALSE,FALSE,TRUE,media,98.6084240059063,1,4,3894.49910894763,0.025319924654586
week,2024-04-07,2024-04-07,14,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,297.896860547409,1,4,3894.49910894763,0.0764917007845734
week,2024-04-07,2024-04-07,14,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,254.783784399265,1,4,3894.49910894763,0.0654214514554384
week,2024-04-07,2024-04-07,14,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3894.49910894763,0
week,2024-04-07,2024-04-07,14,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,190.396380925288,1,4,3894.49910894763,0.0488885414013452
week,2024-04-07,2024-04-07,14,1,tv,tv,FALSE,FALSE,TRUE,media,381.397856603903,1,4,3894.49910894763,0.0979324544529076
week,2024-04-14,2024-04-14,15,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2669.29260405977,1,4,3911.85036558559,0.682360610605867
week,2024-04-14,2024-04-14,15,1,display,display,FALSE,FALSE,TRUE,media,102.184676907367,1,4,3911.85036558559,0.026121826592943
week,2024-04-14,2024-04-14,15,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,298.311820709257,1,4,3911.85036558559,0.0762584947864183
week,2024-04-14,2024-04-14,15,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,251.768730386982,1,4,3911.85036558559,0.064360521711646
week,2024-04-14,2024-04-14,15,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3911.85036558559,0
week,2024-04-14,2024-04-14,15,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,197.443782427562,1,4,3911.85036558559,0.050473245133446
week,2024-04-14,2024-04-14,15,1,tv,tv,FALSE,FALSE,TRUE,media,392.848751094653,1,4,3911.85036558559,0.100425301169679
week,2024-04-21,2024-04-21,16,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2664.62087240132,1,4,3878.23944219281,0.687069716070627
week,2024-04-21,2024-04-21,16,1,display,display,FALSE,FALSE,TRUE,media,98.2348553045752,1,4,3878.23944219281,0.0253297551037828
week,2024-04-21,2024-04-21,16,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,288.229524241668,1,4,3878.23944219281,0.0743196825616054
week,2024-04-21,2024-04-21,16,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,247.294948850092,1,4,3878.23944219281,0.0637647449406238
week,2024-04-21,2024-04-21,16,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3878.23944219281,0
week,2024-04-21,2024-04-21,16,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,198.428916137358,1,4,3878.23944219281,0.0511646893120049
week,2024-04-21,2024-04-21,16,1,tv,tv,FALSE,FALSE,TRUE,media,381.430325257798,1,4,3878.23944219281,0.0983514120113561
week,2024-04-28,2024-04-28,17,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2657.4949051304,1,4,3866.80140718919,0.687259216413224
week,2024-04-28,2024-04-28,17,1,display,display,FALSE,FALSE,TRUE,media,79.1419497531549,1,4,3866.80140718919,0.0204670324175463
week,2024-04-28,2024-04-28,17,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,294.40281404965,1,4,3866.80140718919,0.0761360057183938
week,2024-04-28,2024-04-28,17,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,245.756333374273,1,4,3866.80140718919,0.0635554577272471
week,2024-04-28,2024-04-28,17,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3866.80140718919,0
week,2024-04-28,2024-04-28,17,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,196.092532999191,1,4,3866.80140718919,0.0507118189816043
week,2024-04-28,2024-04-28,17,1,tv,tv,FALSE,FALSE,TRUE,media,393.912871882528,1,4,3866.80140718919,0.101870468741984
week,2024-05-05,2024-05-05,18,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2648.04478816855,1,4,3844.0117843554,0.688875304426935
week,2024-05-05,2024-05-05,18,1,display,display,FALSE,FALSE,TRUE,media,72.0497297662475,1,4,3844.0117843554,0.0187433685972244
week,2024-05-05,2024-05-05,18,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,292.988284118235,1,4,3844.0117843554,0.0762194032054368
week,2024-05-05,2024-05-05,18,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,251.165098722686,1,4,3844.0117843554,0.0653393154893265
week,2024-05-05,2024-05-05,18,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3844.0117843554,0
week,2024-05-05,2024-05-05,18,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,199.430566290259,1,4,3844.0117843554,0.0518808415473423
week,2024-05-05,2024-05-05,18,1,tv,tv,FALSE,FALSE,TRUE,media,380.333317289422,1,4,3844.0117843554,0.0989417667337353
week,2024-05-12,2024-05-12,19,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2636.43449877336,1,4,3773.70292831273,0.698633291718102
week,2024-05-12,2024-05-12,19,1,display,display,FALSE,FALSE,TRUE,media,79.8476714407662,1,4,3773.70292831273,0.0211589711637601
week,2024-05-12,2024-05-12,19,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,294.295824058718,1,4,3773.70292831273,0.07798595428663
week,2024-05-12,2024-05-12,19,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,185.522403965639,1,4,3773.70292831273,0.0491618994631854
week,2024-05-12,2024-05-12,19,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3773.70292831273,0
week,2024-05-12,2024-05-12,19,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,196.016821825158,1,4,3773.70292831273,0.0519428332194658
week,2024-05-12,2024-05-12,19,1,tv,tv,FALSE,FALSE,TRUE,media,381.585708249087,1,4,3773.70292831273,0.101117050148857
week,2024-05-19,2024-05-19,20,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2622.85951438078,1,4,3759.9268111709,0.697582598307008
week,2024-05-19,2024-05-19,20,1,display,display,FALSE,FALSE,TRUE,media,79.7862366551541,1,4,3759.9268111709,0.0212201568440391
week,2024-05-19,2024-05-19,20,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,296.926547922996,1,4,3759.9268111709,0.0789713637618728
week,2024-05-19,2024-05-19,20,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,200.469191098278,1,4,3759.9268111709,0.0533173120558294
week,2024-05-19,2024-05-19,20,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3759.9268111709,0
week,2024-05-19,2024-05-19,20,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,193.239627056334,1,4,3759.9268111709,0.051394518234294
week,2024-05-19,2024-05-19,20,1,tv,tv,FALSE,FALSE,TRUE,media,366.645694057358,1,4,3759.9268111709,0.0975140507969565
week,2024-05-26,2024-05-26,21,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2607.54396210392,1,4,3707.80997620326,0.703257173058798
week,2024-05-26,2024-05-26,21,1,display,display,FALSE,FALSE,TRUE,media,76.3857023594179,1,4,3707.80997620326,0.0206012991090864
week,2024-05-26,2024-05-26,21,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,293.083179426364,1,4,3707.80997620326,0.0790448219588849
week,2024-05-26,2024-05-26,21,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,205.360741964043,1,4,3707.80997620326,0.0553859942343456
week,2024-05-26,2024-05-26,21,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3707.80997620326,0
week,2024-05-26,2024-05-26,21,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,150.755636997373,1,4,3707.80997620326,0.0406589436796715
week,2024-05-26,2024-05-26,21,1,tv,tv,FALSE,FALSE,TRUE,media,374.680753352149,1,4,3707.80997620326,0.101051767959213
week,2024-06-02,2024-06-02,22,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2590.73735045506,1,4,3676.38990052833,0.704696025327113
week,2024-06-02,2024-06-02,22,1,display,display,FALSE,FALSE,TRUE,media,72.4346863125804,1,4,3676.38990052833,0.0197026670925657
week,2024-06-02,2024-06-02,22,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,314.089540747496,1,4,3676.38990052833,0.0854342301131765
week,2024-06-02,2024-06-02,22,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,200.72030570083,1,4,3676.38990052833,0.0545971213967224
week,2024-06-02,2024-06-02,22,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3676.38990052833,0
week,2024-06-02,2024-06-02,22,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,151.042128932423,1,4,3676.38990052833,0.0410843607503973
week,2024-06-02,2024-06-02,22,1,tv,tv,FALSE,FALSE,TRUE,media,347.365888379947,1,4,3676.38990052833,0.0944855953200251
week,2024-06-09,2024-06-09,23,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2572.71093094971,1,4,3744.34717163688,0.687091985069595
week,2024-06-09,2024-06-09,23,1,display,display,FALSE,FALSE,TRUE,media,98.4309072586265,1,4,3744.34717163688,0.0262878688184238
week,2024-06-09,2024-06-09,23,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,287.688249135725,1,4,3744.34717163688,0.0768326856320747
week,2024-06-09,2024-06-09,23,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,188.652307100114,1,4,3744.34717163688,0.0503832306280625
week,2024-06-09,2024-06-09,23,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,100,1,4,3744.34717163688,0.0267069252438694
week,2024-06-09,2024-06-09,23,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,157.320351588608,1,4,3744.34717163688,0.042015428692162
week,2024-06-09,2024-06-09,23,1,tv,tv,FALSE,FALSE,TRUE,media,339.544425604101,1,4,3744.34717163688,0.0906818759158129
week,2024-06-16,2024-06-16,24,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2553.75374264868,1,4,3737.66445455278,0.683248529583227
week,2024-06-16,2024-06-16,24,1,display,display,FALSE,FALSE,TRUE,media,100.616073299841,1,4,3737.66445455278,0.0269195040173502
week,2024-06-16,2024-06-16,24,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,296.926363046431,1,4,3737.66445455278,0.0794416852172887
week,2024-06-16,2024-06-16,24,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,197.941217114907,1,4,3737.66445455278,0.0529585305266766
week,2024-06-16,2024-06-16,24,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,100,1,4,3737.66445455278,0.026754675604492
week,2024-06-16,2024-06-16,24,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,155.555280049455,1,4,3737.66445455278,0.0416183105628906
week,2024-06-16,2024-06-16,24,1,tv,tv,FALSE,FALSE,TRUE,media,332.871778393464,1,4,3737.66445455278,0.0890587644880746
week,2024-06-23,2024-06-23,25,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2534.16839731775,1,4,3720.00701859143,0.681226778512185
week,2024-06-23,2024-06-23,25,1,display,display,FALSE,FALSE,TRUE,media,95.5895473269473,1,4,3720.00701859143,0.0256960663916011
week,2024-06-23,2024-06-23,25,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,295.788828070182,1,4,3720.00701859143,0.0795129758067451
week,2024-06-23,2024-06-23,25,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,208.614263005923,1,4,3720.00701859143,0.0560789971533212
week,2024-06-23,2024-06-23,25,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,100,1,4,3720.00701859143,0.026881669711974
week,2024-06-23,2024-06-23,25,1,retail_media,retail_media,FALSE,FALSE,TRUE,media,155.826875353998,1,4,3720.00701859143,0.0418888659551513
week,2024-06-23,2024-06-23,25,1,tv,tv,FALSE,FALSE,TRUE,media,330.019107516621,1,4,3720.00701859143,0.0887146464690226
week,2024-06-30,2024-06-30,26,1,baseline,baseline,FALSE,FALSE,TRUE,baseline_control,2514.26666666667,1,4,3581.47312170506,0.702020252903553
week,2024-06-30,2024-06-30,26,1,display,display,FALSE,FALSE,TRUE,media,100.125623299439,1,4,3581.47312170506,0.0279565474588209
week,2024-06-30,2024-06-30,26,1,paid_search,paid_search,FALSE,FALSE,TRUE,media,307.222229422651,1,4,3581.47312170506,0.0857809674909383
week,2024-06-30,2024-06-30,26,1,paid_social,paid_social,FALSE,FALSE,TRUE,media,197.862825052149,1,4,3581.47312170506,0.0552462124741425
week,2024-06-30,2024-06-30,26,1,promo,promo,FALSE,FALSE,TRUE,baseline_control,0,1,4,3581.47312170506,0
